id,product_category,product_subcategory,quantity_kg,unit_price_initial,days_until_expiry,storage_condition,packaging_type,collection_datetime,day_of_week,month_of_year,season,is_holiday,pickup_store_id,pickup_city,distance_to_partner_km,partner_id_destination,partner_storage_capacity,partner_typical_demand,weather_temperature,rainfall_mm,time_to_sell_hours,was_sold,final_discount_rate,wastage_reason,partner_satisfaction_score
12876,Surgelés,Légumes surgelés,22.1,2.49,19,Surgelé,Vrac,2025-05-03 13:00:00,Saturday,5,Pluies,0,S004,Abidjan,35.6,P005,220,600.8,25.8,1.4,104.2,1,62.7,,4
12877,Fruits & Légumes,Légumes racines,11.0,1.5,2,Frais,Carton,2025-05-26 04:00:00,Monday,5,Pluies,0,S035,Bouaké,7.4,P014,940,743.7,28.6,2.1,13.2,1,48.9,,4
12878,Boulangerie,Pain,4.0,1.68,1,Ambiante,Vrac,2025-03-08 01:00:00,Saturday,3,Sèche,1,S006,Abidjan,30.6,P009,1586,547.9,28.5,1.0,13.1,0,65.6,Périmé avant collecte partenaire,2
12879,Boulangerie,Pain,48.7,1.47,1,Ambiante,Carton,2025-04-27 16:00:00,Sunday,4,Pluies,0,S029,Abidjan,16.9,P024,980,336.0,31.1,1.8,11.3,1,45.1,,3
12880,Fruits & Légumes,Légumes racines,42.5,1.09,3,Frais,Carton,2024-07-21 04:00:00,Sunday,7,Pluies,0,S015,Bouaké,15.4,P019,552,289.1,35.9,2.5,22.6,1,47.0,,4
12881,Boulangerie,Pain,72.3,1.55,1,Ambiante,Sachet,2025-03-21 14:00:00,Friday,3,Sèche,1,S013,San-Pédro,32.5,P023,1497,207.2,29.4,0.1,9.0,1,59.6,,4
12882,Viande & Poisson,Poisson frais,9.1,4.04,1,Frais,Sachet,2024-07-15 10:00:00,Monday,7,Pluies,0,S031,Korhogo,2.8,P022,1944,412.7,32.2,2.0,10.4,1,65.6,,4
12883,Épicerie Sèche,Pâtes,59.5,1.78,50,Sec,Plastique,2025-03-27 08:00:00,Thursday,3,Sèche,1,S032,Bouaké,18.9,P012,639,777.0,30.9,3.9,162.1,1,70.1,,5
12884,Fruits & Légumes,Légumes feuilles,23.7,1.55,2,Frais,Vrac,2024-02-18 21:00:00,Sunday,2,Sèche,0,S012,Bouaké,28.5,P025,1174,721.8,30.4,16.4,17.6,1,53.1,,4
12885,Surgelés,Plats préparés surgelés,69.1,3.15,47,Surgelé,Vrac,2024-07-30 08:00:00,Tuesday,7,Pluies,0,S005,Korhogo,22.3,P023,1291,768.4,31.2,1.0,242.2,1,54.8,,3
12886,Fruits & Légumes,Agrumes,36.3,1.49,2,Frais,Plastique,2024-04-21 21:00:00,Sunday,4,Pluies,0,S024,Bouaké,34.5,P008,460,142.2,30.0,3.6,35.4,0,71.4,Périmé avant collecte partenaire,1
12887,Surgelés,Plats préparés surgelés,45.0,2.58,48,Surgelé,Carton,2024-04-28 15:00:00,Sunday,4,Pluies,0,S037,Bouaké,35.5,P016,1375,698.4,32.3,2.1,320.0,1,47.8,,3
12888,Viande & Poisson,Boeuf,13.0,5.15,1,Frais,Carton,2025-04-25 00:00:00,Friday,4,Pluies,0,S028,Abidjan,16.7,P006,1169,786.0,29.9,5.8,15.7,0,73.9,Problème logistique / retard transport,2
12889,Produits Laitiers,Yaourt,110.8,1.98,2,Frais,Carton,2025-03-28 09:00:00,Friday,3,Sèche,1,S019,Abidjan,12.5,P018,880,594.2,30.4,1.2,8.5,1,69.3,,4
12890,Boulangerie,Viennoiserie,36.5,1.23,1,Ambiante,Sachet,2024-12-25 08:00:00,Wednesday,12,Sèche,1,S032,Abidjan,1.1,P002,1288,359.9,27.2,2.4,16.9,0,64.2,Problème logistique / retard transport,1
12891,Boulangerie,Viennoiserie,10.5,1.63,1,Ambiante,Plastique,2025-01-14 06:00:00,Tuesday,1,Sèche,0,S028,Abidjan,20.6,P023,1480,639.9,25.4,0.0,20.4,0,75.7,Surstock partenaire (capacité pleine),1
12892,Viande & Poisson,Boeuf,25.1,5.5,1,Frais,Plastique,2024-01-12 22:00:00,Friday,1,Sèche,0,S010,Abidjan,5.4,P014,893,181.8,24.7,9.8,14.0,0,67.2,Périmé avant collecte partenaire,2
12893,Surgelés,Plats préparés surgelés,96.0,3.38,38,Surgelé,Vrac,2024-01-09 19:00:00,Tuesday,1,Sèche,0,S001,Abidjan,33.5,P015,120,328.4,32.3,0.0,285.4,0,58.4,Surstock partenaire (capacité pleine),2
12894,Viande & Poisson,Volaille,41.4,4.98,1,Frais,Vrac,2024-04-02 09:00:00,Tuesday,4,Pluies,1,S015,San-Pédro,27.8,P003,189,31.8,29.4,0.3,14.4,0,84.7,Périmé avant collecte partenaire,2
12895,Viande & Poisson,Charcuterie,17.0,4.18,1,Frais,Carton,2025-03-25 04:00:00,Tuesday,3,Sèche,1,S021,Abidjan,20.2,P022,1274,203.3,30.1,6.1,15.3,0,73.3,Problème logistique / retard transport,1
12896,Viande & Poisson,Charcuterie,29.2,5.03,1,Frais,Plastique,2025-04-17 11:00:00,Thursday,4,Pluies,0,S003,Yamoussoukro,7.4,P007,354,442.4,26.5,0.6,20.4,0,89.5,Périmé avant collecte partenaire,1
12897,Surgelés,Viande surgelée,39.7,3.84,47,Surgelé,Carton,2024-07-18 15:00:00,Thursday,7,Pluies,0,S015,Abidjan,25.2,P024,1375,535.2,33.4,2.8,290.0,1,41.6,,5
12898,Boulangerie,Pain,19.5,1.9,1,Ambiante,Vrac,2024-07-05 08:00:00,Friday,7,Pluies,0,S030,Abidjan,24.8,P014,576,687.0,26.4,8.2,10.0,1,41.3,,4
12899,Viande & Poisson,Poisson frais,9.7,5.73,2,Frais,Carton,2025-02-04 07:00:00,Tuesday,2,Sèche,0,S007,Yamoussoukro,5.6,P002,706,159.7,29.4,1.5,22.7,0,60.4,Surstock partenaire (capacité pleine),1
12900,Boulangerie,Pâtisserie,10.5,1.67,1,Ambiante,Plastique,2024-04-19 19:00:00,Friday,4,Pluies,0,S033,Abidjan,32.1,P001,1467,306.0,31.0,2.7,15.8,0,89.4,Problème logistique / retard transport,2
12901,Boulangerie,Viennoiserie,27.7,1.42,1,Ambiante,Carton,2025-03-15 11:00:00,Saturday,3,Sèche,1,S017,Bouaké,37.7,P005,884,56.1,33.4,0.4,8.5,1,32.3,,4
12902,Produits Laitiers,Beurre,21.3,1.75,5,Frais,Carton,2024-10-14 16:00:00,Monday,10,Pluies,0,S021,Abidjan,4.1,P012,701,259.0,30.3,4.4,35.2,1,78.5,,4
12903,Surgelés,Viande surgelée,44.5,2.49,38,Surgelé,Vrac,2024-10-05 10:00:00,Saturday,10,Pluies,0,S035,Korhogo,26.6,P006,145,551.4,32.2,1.6,213.1,1,73.2,,4
12904,Boulangerie,Viennoiserie,46.8,1.91,1,Ambiante,Plastique,2025-06-27 03:00:00,Friday,6,Pluies,0,S020,Yamoussoukro,19.1,P006,1826,729.1,29.3,5.3,10.8,1,59.2,,3
12905,Épicerie Sèche,Céréales,50.0,1.76,72,Sec,Vrac,2024-11-19 21:00:00,Tuesday,11,Sèche,0,S038,Bouaké,17.0,P007,643,221.4,27.3,5.4,351.5,1,73.6,,4
12906,Viande & Poisson,Volaille,27.5,4.05,1,Frais,Vrac,2025-01-10 21:00:00,Friday,1,Sèche,0,S012,Bouaké,22.2,P009,1019,364.4,23.4,2.8,10.5,1,52.4,,3
12907,Épicerie Sèche,Céréales,12.2,1.55,71,Sec,Plastique,2024-07-02 06:00:00,Tuesday,7,Pluies,0,S001,Korhogo,33.0,P002,481,277.2,27.1,0.6,340.7,1,76.1,,3
12908,Épicerie Sèche,Riz,36.6,2.19,58,Sec,Vrac,2025-04-09 09:00:00,Wednesday,4,Pluies,0,S011,Abidjan,17.0,P019,1844,577.5,26.0,7.2,473.9,0,73.4,Périmé avant collecte partenaire,2
12909,Fruits & Légumes,Fruits à coque,15.8,1.01,3,Frais,Vrac,2025-01-22 03:00:00,Wednesday,1,Sèche,0,S004,Yamoussoukro,21.6,P016,807,582.6,29.5,3.1,30.1,0,55.4,Périmé avant collecte partenaire,1
12910,Épicerie Sèche,Conserves,60.1,1.99,26,Sec,Vrac,2025-02-16 13:00:00,Sunday,2,Sèche,0,S004,Yamoussoukro,21.7,P008,1140,488.1,28.3,3.5,172.3,1,56.4,,4
12911,Produits Laitiers,Yaourt,53.3,1.89,2,Frais,Carton,2024-05-26 11:00:00,Sunday,5,Pluies,0,S001,Korhogo,12.5,P001,103,279.8,29.5,5.9,15.3,1,37.9,,3
12912,Produits Laitiers,Yaourt,111.6,1.67,1,Frais,Vrac,2025-01-15 00:00:00,Wednesday,1,Sèche,0,S006,Abidjan,36.9,P020,1902,562.7,27.1,1.6,22.8,0,53.0,Refusé par partenaire (qualité),1
12913,Fruits & Légumes,Fruits à noyau,166.0,1.06,3,Frais,Carton,2024-12-14 12:00:00,Saturday,12,Sèche,0,S040,Abidjan,22.2,P023,1182,200.3,28.8,6.0,24.5,1,59.7,,4
12914,Produits Laitiers,Beurre,11.8,2.54,1,Frais,Plastique,2024-04-30 18:00:00,Tuesday,4,Pluies,0,S008,Abidjan,38.5,P010,1135,729.4,28.1,7.2,14.4,1,76.3,,2
12915,Surgelés,Légumes surgelés,51.5,3.71,39,Surgelé,Sachet,2024-06-14 06:00:00,Friday,6,Pluies,0,S014,Abidjan,6.5,P023,1838,717.4,34.5,4.3,221.0,1,33.6,,3
12916,Fruits & Légumes,Légumes feuilles,7.2,1.52,1,Frais,Plastique,2024-09-14 16:00:00,Saturday,9,Pluies,0,S002,Bouaké,13.2,P006,634,109.5,28.6,5.8,16.9,0,67.0,Périmé avant collecte partenaire,2
12917,Boulangerie,Pain,27.0,1.74,2,Ambiante,Plastique,2025-05-22 03:00:00,Thursday,5,Pluies,0,S008,Abidjan,1.8,P024,976,475.0,29.3,6.9,32.0,0,56.1,Surstock partenaire (capacité pleine),2
12918,Fruits & Légumes,Fruits à coque,24.0,1.12,3,Frais,Plastique,2024-08-04 01:00:00,Sunday,8,Pluies,0,S038,Yamoussoukro,7.3,P009,942,661.7,25.3,5.1,23.6,1,30.3,,1
12919,Boulangerie,Viennoiserie,7.1,1.75,2,Ambiante,Vrac,2025-02-18 10:00:00,Tuesday,2,Sèche,0,S030,Bouaké,5.8,P011,515,402.3,28.7,1.4,12.7,1,55.4,,4
12920,Fruits & Légumes,Légumes feuilles,18.2,1.32,2,Frais,Vrac,2025-01-20 07:00:00,Monday,1,Sèche,0,S028,Abidjan,32.5,P023,791,598.8,27.3,1.0,16.8,1,34.8,,4
12921,Fruits & Légumes,Fruits à coque,12.2,1.03,3,Frais,Vrac,2025-04-05 12:00:00,Saturday,4,Pluies,0,S033,Bouaké,18.5,P002,1795,315.3,29.0,3.2,34.7,0,81.2,Périmé avant collecte partenaire,2
12922,Boulangerie,Pâtisserie,30.8,1.82,1,Ambiante,Plastique,2025-05-30 01:00:00,Friday,5,Pluies,0,S018,Bouaké,34.3,P001,896,423.7,25.3,6.1,9.7,1,57.8,,3
12923,Viande & Poisson,Charcuterie,82.8,5.84,2,Frais,Plastique,2024-10-07 18:00:00,Monday,10,Pluies,0,S005,San-Pédro,6.1,P009,161,752.8,28.8,1.1,25.2,0,75.6,Problème logistique / retard transport,1
12924,Boulangerie,Pâtisserie,47.7,1.26,1,Ambiante,Carton,2024-11-23 00:00:00,Saturday,11,Sèche,0,S009,Abidjan,11.9,P024,1766,394.3,23.8,1.8,17.6,0,53.5,Surstock partenaire (capacité pleine),2
12925,Fruits & Légumes,Agrumes,33.3,1.39,1,Frais,Plastique,2025-06-14 07:00:00,Saturday,6,Pluies,0,S020,Abidjan,10.9,P005,1757,357.6,26.2,6.9,14.9,0,88.6,Problème logistique / retard transport,1
12926,Boulangerie,Pâtisserie,19.3,1.66,1,Ambiante,Carton,2024-05-16 11:00:00,Thursday,5,Pluies,0,S032,San-Pédro,15.3,P025,1865,272.0,28.6,0.6,16.1,0,67.3,Périmé avant collecte partenaire,1
12927,Viande & Poisson,Charcuterie,17.9,4.09,2,Frais,Sachet,2024-10-23 18:00:00,Wednesday,10,Pluies,0,S023,Abidjan,7.4,P015,1879,134.0,26.2,7.2,17.6,1,40.6,,4
12928,Fruits & Légumes,Fruits à noyau,31.3,0.98,1,Frais,Vrac,2024-08-02 10:00:00,Friday,8,Pluies,0,S008,Yamoussoukro,43.0,P022,1437,750.9,34.6,1.1,12.3,1,34.7,,5
12929,Fruits & Légumes,Légumes racines,13.0,1.55,3,Frais,Carton,2024-10-19 09:00:00,Saturday,10,Pluies,0,S033,San-Pédro,16.5,P021,1417,184.4,29.2,27.5,31.1,0,85.1,Périmé avant collecte partenaire,1
12930,Épicerie Sèche,Pâtes,27.7,2.16,61,Sec,Plastique,2025-05-14 20:00:00,Wednesday,5,Pluies,0,S008,Abidjan,2.0,P018,975,216.2,27.9,0.1,371.2,1,60.7,,4
12931,Surgelés,Viande surgelée,60.9,3.19,35,Surgelé,Plastique,2024-09-05 00:00:00,Thursday,9,Pluies,0,S011,Bouaké,25.7,P018,1453,120.9,30.7,0.5,219.5,1,57.1,,3
12932,Surgelés,Viande surgelée,20.7,3.53,36,Surgelé,Carton,2025-05-06 02:00:00,Tuesday,5,Pluies,0,S014,Bouaké,20.8,P003,218,416.2,23.8,1.3,249.7,1,65.0,,4
12933,Épicerie Sèche,Riz,17.3,1.81,37,Sec,Carton,2024-05-13 03:00:00,Monday,5,Pluies,0,S004,Yamoussoukro,35.5,P007,1160,51.9,25.4,0.2,190.7,1,50.2,,5
12934,Fruits & Légumes,Légumes feuilles,22.7,1.32,1,Frais,Plastique,2024-04-08 19:00:00,Monday,4,Pluies,1,S016,Abidjan,22.0,P006,185,609.9,35.4,15.1,13.0,0,88.2,Refusé par partenaire (qualité),1
12935,Surgelés,Viande surgelée,39.7,3.57,31,Surgelé,Vrac,2024-11-12 22:00:00,Tuesday,11,Sèche,0,S013,Abidjan,11.7,P003,1856,677.1,23.8,1.9,113.2,1,33.4,,3
12936,Boulangerie,Viennoiserie,21.5,1.69,1,Ambiante,Plastique,2024-05-06 11:00:00,Monday,5,Pluies,0,S008,Abidjan,32.5,P008,720,149.9,27.9,2.0,12.2,1,40.5,,3
12937,Épicerie Sèche,Pâtes,37.2,1.74,71,Sec,Sachet,2025-06-17 19:00:00,Tuesday,6,Pluies,0,S011,Yamoussoukro,23.4,P008,1029,676.0,32.3,10.6,443.4,1,71.9,,3
12938,Épicerie Sèche,Céréales,45.4,1.58,2,Sec,Carton,2025-02-01 04:00:00,Saturday,2,Sèche,0,S037,San-Pédro,8.0,P013,403,798.5,32.7,0.3,14.7,1,63.2,,3
12939,Fruits & Légumes,Fruits à noyau,42.6,1.5,3,Frais,Plastique,2025-02-24 08:00:00,Monday,2,Sèche,1,S034,Abidjan,11.3,P006,987,508.1,24.6,0.0,19.2,1,55.6,,5
12940,Surgelés,Viande surgelée,44.1,2.53,9,Surgelé,Carton,2024-10-16 14:00:00,Wednesday,10,Pluies,0,S010,Abidjan,18.1,P003,596,413.1,31.7,5.3,47.6,1,30.8,,4
12941,Épicerie Sèche,Céréales,28.5,2.24,45,Sec,Carton,2024-11-28 17:00:00,Thursday,11,Sèche,0,S038,Abidjan,19.5,P001,1958,376.7,27.9,0.9,252.5,1,59.4,,4
12942,Boulangerie,Pâtisserie,7.9,1.32,1,Ambiante,Plastique,2024-12-27 01:00:00,Friday,12,Sèche,1,S014,San-Pédro,38.8,P025,1824,616.4,26.2,6.3,17.3,0,70.4,Périmé avant collecte partenaire,1
12943,Épicerie Sèche,Riz,24.2,2.25,20,Sec,Plastique,2024-09-06 15:00:00,Friday,9,Pluies,0,S024,Bouaké,20.8,P007,1628,181.5,28.3,2.6,115.5,1,62.8,,4
12944,Viande & Poisson,Volaille,35.5,4.63,2,Frais,Vrac,2024-06-10 07:00:00,Monday,6,Pluies,0,S002,Korhogo,42.6,P013,563,723.8,23.7,2.5,19.5,1,53.1,,3
12945,Fruits & Légumes,Fruits à noyau,9.9,1.51,3,Frais,Plastique,2024-03-09 10:00:00,Saturday,3,Sèche,1,S002,Abidjan,8.2,P008,621,496.0,27.9,3.0,12.3,0,63.3,Périmé avant collecte partenaire,1
12946,Fruits & Légumes,Légumes feuilles,37.1,0.99,2,Frais,Plastique,2025-06-22 06:00:00,Sunday,6,Pluies,0,S009,Abidjan,30.1,P006,777,500.3,30.4,0.8,28.0,0,69.7,Problème logistique / retard transport,1
12947,Fruits & Légumes,Fruits à noyau,32.9,1.3,2,Frais,Vrac,2024-10-17 17:00:00,Thursday,10,Pluies,0,S020,Abidjan,16.1,P011,591,118.4,22.1,10.8,32.5,0,77.0,Problème logistique / retard transport,3
12948,Viande & Poisson,Poisson frais,94.6,5.52,2,Frais,Plastique,2024-01-08 21:00:00,Monday,1,Sèche,0,S008,Abidjan,34.6,P009,1038,464.5,27.5,5.3,17.6,1,38.8,,4
12949,Fruits & Légumes,Agrumes,10.2,1.52,1,Frais,Carton,2024-07-30 20:00:00,Tuesday,7,Pluies,0,S023,Bouaké,42.2,P010,1966,326.7,30.8,1.1,13.1,1,52.5,,2
12950,Surgelés,Viande surgelée,19.0,3.64,9,Surgelé,Plastique,2024-01-22 03:00:00,Monday,1,Sèche,0,S016,Bouaké,34.0,P017,629,542.3,26.9,7.9,58.2,1,63.8,,4
12951,Surgelés,Plats préparés surgelés,22.5,2.75,36,Surgelé,Plastique,2024-06-25 08:00:00,Tuesday,6,Pluies,0,S018,Abidjan,39.7,P006,365,526.4,31.5,3.7,278.4,1,45.7,,4
12952,Viande & Poisson,Boeuf,38.6,4.24,1,Frais,Vrac,2025-04-07 00:00:00,Monday,4,Pluies,0,S007,San-Pédro,19.6,P001,1650,322.3,26.6,5.5,10.6,1,79.1,,3
12953,Boulangerie,Viennoiserie,17.3,1.37,1,Ambiante,Sachet,2024-12-16 03:00:00,Monday,12,Sèche,0,S002,San-Pédro,8.6,P003,1262,45.4,29.1,6.7,15.9,0,63.9,Périmé avant collecte partenaire,2
12954,Épicerie Sèche,Riz,50.1,1.97,68,Sec,Vrac,2025-03-25 18:00:00,Tuesday,3,Sèche,1,S008,San-Pédro,3.1,P024,1383,623.3,34.2,1.9,153.4,1,43.7,,5
12955,Fruits & Légumes,Agrumes,34.2,1.01,1,Frais,Carton,2024-09-29 05:00:00,Sunday,9,Pluies,0,S031,San-Pédro,44.6,P002,1595,211.1,25.4,1.5,20.3,0,69.8,Problème logistique / retard transport,1
12956,Surgelés,Plats préparés surgelés,14.1,3.02,31,Surgelé,Carton,2024-12-12 03:00:00,Thursday,12,Sèche,0,S016,San-Pédro,14.8,P005,277,115.2,24.2,2.3,184.4,1,50.0,,4
12957,Produits Laitiers,Beurre,76.9,2.29,2,Frais,Carton,2024-04-13 15:00:00,Saturday,4,Pluies,0,S019,Bouaké,13.1,P025,1928,212.4,31.7,0.6,25.2,0,52.8,Refusé par partenaire (qualité),2
12958,Épicerie Sèche,Riz,24.9,1.67,71,Sec,Carton,2025-06-25 21:00:00,Wednesday,6,Pluies,0,S023,Abidjan,43.3,P012,423,613.6,24.7,8.5,491.7,1,55.4,,3
12959,Viande & Poisson,Volaille,11.3,5.7,2,Frais,Plastique,2024-11-19 12:00:00,Tuesday,11,Sèche,0,S003,Korhogo,14.0,P008,1246,211.9,33.0,1.1,14.6,1,47.1,,5
12960,Surgelés,Plats préparés surgelés,12.4,3.17,40,Surgelé,Vrac,2025-06-29 13:00:00,Sunday,6,Pluies,0,S039,Abidjan,4.4,P006,155,607.0,27.8,5.5,173.4,1,54.8,,2
12961,Viande & Poisson,Poisson frais,17.2,4.35,2,Frais,Plastique,2024-08-17 21:00:00,Saturday,8,Pluies,0,S008,Korhogo,11.7,P022,479,776.6,29.3,5.3,16.8,1,64.9,,2
12962,Fruits & Légumes,Agrumes,15.8,1.42,3,Frais,Vrac,2024-05-07 02:00:00,Tuesday,5,Pluies,0,S030,Abidjan,33.1,P010,696,230.4,33.8,0.0,24.6,1,43.0,,4
12963,Viande & Poisson,Poisson frais,32.6,4.51,2,Frais,Plastique,2024-12-12 02:00:00,Thursday,12,Sèche,0,S015,Abidjan,32.2,P010,1672,43.0,25.5,1.3,16.8,1,45.5,,4
12964,Fruits & Légumes,Fruits à noyau,35.0,1.27,2,Frais,Vrac,2024-07-22 10:00:00,Monday,7,Pluies,0,S026,Abidjan,32.4,P010,933,128.0,24.8,0.1,26.2,0,80.8,Problème logistique / retard transport,1
12965,Fruits & Légumes,Légumes feuilles,124.5,1.38,2,Frais,Plastique,2024-10-25 23:00:00,Friday,10,Pluies,0,S030,Bouaké,2.4,P009,1666,596.4,23.9,2.8,15.8,1,65.0,,3
12966,Fruits & Légumes,Légumes racines,9.5,1.23,3,Frais,Sachet,2024-04-30 09:00:00,Tuesday,4,Pluies,0,S039,Bouaké,33.1,P008,148,647.3,31.6,2.5,26.0,1,62.3,,4
12967,Fruits & Légumes,Légumes feuilles,26.4,1.23,1,Frais,Carton,2024-03-13 14:00:00,Wednesday,3,Sèche,1,S040,Abidjan,43.8,P012,924,644.0,30.8,4.9,10.1,0,69.0,Refusé par partenaire (qualité),2
12968,Épicerie Sèche,Conserves,55.3,1.68,47,Sec,Carton,2025-02-01 11:00:00,Saturday,2,Sèche,0,S022,Abidjan,2.0,P007,85,457.1,30.8,3.2,269.7,1,70.1,,5
12969,Boulangerie,Viennoiserie,14.7,1.41,1,Ambiante,Vrac,2024-05-14 14:00:00,Tuesday,5,Pluies,0,S028,Abidjan,44.2,P013,525,65.6,27.1,2.8,11.5,1,43.5,,4
12970,Boulangerie,Pain,22.1,1.76,1,Ambiante,Plastique,2024-10-21 04:00:00,Monday,10,Pluies,0,S025,Bouaké,5.9,P025,338,750.1,28.7,6.3,9.7,1,32.7,,3
12971,Épicerie Sèche,Céréales,78.3,2.03,54,Sec,Carton,2024-08-09 10:00:00,Friday,8,Pluies,0,S040,Abidjan,14.2,P005,761,667.9,27.6,3.8,217.9,1,61.2,,3
12972,Produits Laitiers,Yaourt,47.6,2.11,4,Frais,Carton,2025-06-20 20:00:00,Friday,6,Pluies,0,S016,Bouaké,9.3,P006,772,643.7,24.3,1.1,18.8,1,57.1,,2
12973,Produits Laitiers,Fromage,4.6,1.62,3,Frais,Vrac,2025-02-04 21:00:00,Tuesday,2,Sèche,0,S007,Abidjan,32.7,P012,195,77.3,23.8,5.2,20.3,1,67.8,,3
12974,Produits Laitiers,Yaourt,30.7,2.15,3,Frais,Carton,2025-02-05 21:00:00,Wednesday,2,Sèche,0,S010,Yamoussoukro,22.9,P014,1917,676.7,27.9,2.1,24.0,1,68.3,,3
12975,Surgelés,Viande surgelée,30.8,3.48,12,Surgelé,Plastique,2024-01-30 10:00:00,Tuesday,1,Sèche,0,S036,Abidjan,6.6,P024,1218,540.2,30.8,5.0,68.4,1,66.6,,4
12976,Fruits & Légumes,Légumes racines,52.5,1.4,2,Frais,Carton,2025-02-11 13:00:00,Tuesday,2,Sèche,0,S022,Bouaké,38.5,P017,1314,307.3,28.6,0.3,26.3,0,79.1,Problème logistique / retard transport,1
12977,Viande & Poisson,Poisson frais,20.8,5.47,1,Frais,Carton,2024-04-05 08:00:00,Friday,4,Pluies,1,S008,San-Pédro,10.7,P020,71,686.2,28.2,4.3,8.4,1,40.7,,3
12978,Épicerie Sèche,Conserves,56.7,1.62,1,Sec,Vrac,2024-06-22 06:00:00,Saturday,6,Pluies,0,S007,Korhogo,29.8,P007,1307,697.0,33.0,5.0,18.8,0,81.9,Périmé avant collecte partenaire,2
12979,Viande & Poisson,Charcuterie,43.2,4.6,1,Frais,Plastique,2024-07-06 12:00:00,Saturday,7,Pluies,0,S003,San-Pédro,31.1,P009,1145,779.5,26.2,5.8,17.6,0,85.1,Refusé par partenaire (qualité),2
12980,Produits Laitiers,Yaourt,22.3,2.44,4,Frais,Vrac,2025-04-11 17:00:00,Friday,4,Pluies,0,S026,Bouaké,43.0,P020,1893,775.9,27.7,17.5,31.7,1,57.8,,4
12981,Fruits & Légumes,Légumes feuilles,13.5,1.4,2,Frais,Vrac,2025-04-01 21:00:00,Tuesday,4,Pluies,0,S004,Bouaké,28.2,P005,1538,190.3,26.9,4.4,29.9,0,72.5,Problème logistique / retard transport,1
12982,Boulangerie,Pâtisserie,51.4,1.51,2,Ambiante,Plastique,2024-08-15 08:00:00,Thursday,8,Pluies,0,S002,Bouaké,8.9,P010,470,499.6,29.2,3.3,14.5,1,48.8,,3
12983,Produits Laitiers,Lait,27.0,2.02,2,Frais,Vrac,2024-02-01 22:00:00,Thursday,2,Sèche,0,S022,Abidjan,25.2,P018,1351,342.7,25.3,3.1,20.3,1,39.5,,4
12984,Fruits & Légumes,Légumes racines,17.7,1.3,1,Frais,Carton,2024-02-05 17:00:00,Monday,2,Sèche,0,S034,San-Pédro,43.3,P018,1198,698.6,31.1,9.9,11.2,1,59.4,,4
12985,Viande & Poisson,Volaille,24.3,5.39,1,Frais,Vrac,2024-07-25 22:00:00,Thursday,7,Pluies,0,S001,Abidjan,22.1,P017,1012,252.0,31.4,6.9,14.6,0,78.2,Refusé par partenaire (qualité),1
12986,Fruits & Légumes,Fruits à coque,37.7,1.45,2,Frais,Vrac,2024-08-17 19:00:00,Saturday,8,Pluies,0,S007,Korhogo,43.3,P008,1164,459.5,26.0,5.8,15.6,1,72.8,,4
12987,Fruits & Légumes,Agrumes,30.3,1.25,3,Frais,Carton,2024-06-03 07:00:00,Monday,6,Pluies,0,S038,Bouaké,30.9,P012,681,171.8,30.3,0.4,23.7,1,58.2,,5
12988,Viande & Poisson,Charcuterie,19.2,4.58,2,Frais,Vrac,2024-11-21 23:00:00,Thursday,11,Sèche,0,S021,Abidjan,18.6,P022,1519,200.5,29.3,2.0,15.8,1,40.6,,4
12989,Fruits & Légumes,Légumes racines,42.3,1.4,2,Frais,Carton,2024-10-09 22:00:00,Wednesday,10,Pluies,0,S040,Yamoussoukro,10.7,P002,785,537.3,29.2,2.2,13.9,1,46.3,,4
12990,Fruits & Légumes,Agrumes,33.4,1.51,2,Frais,Sachet,2025-03-05 19:00:00,Wednesday,3,Sèche,1,S013,Abidjan,10.3,P005,1827,566.7,29.3,2.5,9.5,1,55.6,,5
12991,Fruits & Légumes,Fruits à noyau,56.7,1.41,2,Frais,Carton,2024-08-26 09:00:00,Monday,8,Pluies,0,S023,Abidjan,32.9,P014,858,515.8,28.5,0.2,17.4,1,65.7,,3
12992,Fruits & Légumes,Légumes racines,37.2,1.16,1,Frais,Carton,2024-04-14 23:00:00,Sunday,4,Pluies,0,S010,Bouaké,36.4,P021,844,662.6,32.3,1.7,19.2,0,60.7,Périmé avant collecte partenaire,1
12993,Produits Laitiers,Beurre,7.9,2.2,4,Frais,Vrac,2025-06-07 17:00:00,Saturday,6,Pluies,0,S031,Abidjan,32.7,P021,718,461.7,28.1,12.8,28.1,1,50.2,,4
12994,Produits Laitiers,Fromage,30.5,2.11,5,Frais,Carton,2024-06-10 05:00:00,Monday,6,Pluies,0,S002,Abidjan,31.7,P016,576,20.7,28.5,3.6,31.2,1,49.7,,4
12995,Épicerie Sèche,Conserves,29.4,1.64,15,Sec,Vrac,2025-06-23 01:00:00,Monday,6,Pluies,0,S032,Abidjan,29.8,P023,514,110.5,30.2,3.1,81.9,1,57.1,,4
12996,Produits Laitiers,Lait,20.9,2.37,3,Frais,Plastique,2025-04-05 08:00:00,Saturday,4,Pluies,0,S021,Abidjan,44.2,P002,1822,69.0,26.8,2.2,20.5,1,62.1,,4
12997,Boulangerie,Pain,70.6,1.82,1,Ambiante,Vrac,2024-08-16 19:00:00,Friday,8,Pluies,0,S029,Yamoussoukro,32.1,P014,684,468.9,30.8,5.7,16.7,0,51.2,Refusé par partenaire (qualité),1
